countrycode,date,confirmed,deceased,recovered
FJ,2020-06-08,18,0,0
FI,2020-06-08,7001,323,10
FR,2020-06-08,191313,29212,2201
GA,2020-06-08,3101,21,0
ET,2020-06-08,2156,27,0
GE,2020-06-08,812,13,3
GH,2020-06-08,9910,48,0
GR,2020-06-08,3049,182,19
VA,2020-06-08,12,0,0
GD,2020-06-08,23,0,0
GT,2020-06-08,7055,252,0
GN,2020-06-08,4216,23,0
GY,2020-06-08,154,12,0
HT,2020-06-08,3334,51,0
GM,2020-06-08,28,1,0
LK,2020-06-09,1859,11,3
ZA,2020-06-09,52991,1162,2
SO,2020-06-09,2416,85,0
SC,2020-06-09,11,0,0
SK,2020-06-09,1531,28,7
SG,2020-06-09,38514,25,144
SD,2020-06-09,6242,372,0
SI,2020-06-09,1486,109,0
SR,2020-06-09,133,2,0
UG,2020-06-09,657,0,0
SY,2020-06-09,146,6,0
TZ,2020-06-09,509,21,0
TH,2020-06-09,3121,58,52
TL,2020-06-09,24,0,0
TG,2020-06-09,501,13,0
TT,2020-06-09,117,8,0
TN,2020-06-09,1087,49,1
TR,2020-06-09,172114,4729,0
RS,2020-06-09,11965,250,2
CH,2020-06-09,30988,1934,131
SN,2020-06-09,4516,52,5
PK,2020-06-09,108317,2172,13
VC,2020-06-09,27,0,0
UY,2020-06-09,845,23,0
MZ,2020-06-09,453,2,0
NA,2020-06-09,31,0,0
NP,2020-06-09,4086,15,1
NL,2020-06-09,48109,6050,3
NZ,2020-06-09,1504,22,0
NI,2020-06-09,1118,46,0
NE,2020-06-09,973,65,0
NG,2020-06-09,12801,361,2
SA,2020-06-09,108571,783,17
MK,2020-06-09,3239,157,1
OM,2020-06-09,18198,83,17
PA,2020-06-09,16854,398,1
PG,2020-06-09,8,0,0
PY,2020-06-09,1187,11,0
PT,2020-06-09,35306,1492,5
QA,2020-06-09,71879,62,33
RO,2020-06-09,20749,1354,64
RW,2020-06-09,463,2,0
LC,2020-06-09,19,0,0
NO,2020-06-09,8567,239,6
US,2020-06-09,1973803,111751,0
ST,2020-06-09,514,12,0
VE,2020-06-09,2473,22,15
KM,2020-06-09,141,2,0
ES,2020-06-09,241966,27136,75816
IT,2020-06-09,235561,34043,91768
JM,2020-06-09,599,10,113
LS,2020-06-09,4,0,0
BR,2020-06-09,707412,37134,0
CL,2020-06-09,142759,2283,0
MX,2020-06-09,120102,14053,36913
MD,2020-06-09,10025,365,2953
TJ,2020-06-09,4690,48,0
MC,2020-06-09,99,4,87
PE,2020-06-09,199696,5571,0
CO,2020-06-09,40847,1373,6132
JP,2020-06-09,17111,920,14096
PL,2020-06-09,27560,1183,10560
PH,2020-06-09,22992,1017,3598
RU,2020-06-09,484630,6134,175514
UA,2020-06-09,28479,818,10053
AE,2020-06-09,39904,283,18338
SE,2020-06-09,45924,4717,0
DE,2020-06-09,186506,8736,158057
UZ,2020-06-09,4520,18,0
TW,2020-06-09,443,7,307
MA,2020-06-09,8437,210,3
VN,2020-06-09,332,0,17
ZM,2020-06-09,1200,10,0
ZW,2020-06-09,314,4,0
BZ,2020-06-09,19,2,0
LA,2020-06-09,19,0,0
LY,2020-06-09,332,5,0
DP,2020-06-09,712,13,587
ML,2020-06-09,1586,94,0
GW,2020-06-09,1389,12,0
YE,2020-06-09,496,112,0
KN,2020-06-09,15,0,0
XK,2020-06-09,1263,31,0
MSZ,2020-06-09,9,2,0
BW,2020-06-09,42,1,0
SL,2020-06-09,1025,50,0
MM,2020-06-09,246,6,0
BI,2020-06-09,83,1,0
MW,2020-06-09,455,4,0
SS,2020-06-09,1604,19,0
EH,2020-06-09,9,1,0
PS,2020-06-09,481,3,16
ME,2020-06-09,324,9,0
SM,2020-06-09,688,42,4
GB,2020-06-09,289140,40883,135
CV,2020-06-09,585,5,0
KH,2020-06-09,126,0,2
CM,2020-06-09,8312,212,2
CA,2020-06-09,98026,7956,0
CF,2020-06-09,1850,5,0
TD,2020-06-09,844,71,0
CN,2020-06-09,84195,4638,72819
CG,2020-06-09,683,22,0
CD,2020-06-09,4259,90,0
BF,2020-06-09,891,53,5
CR,2020-06-09,1375,11,2
HR,2020-06-09,2247,106,5
CU,2020-06-09,2205,83,0
CY,2020-06-09,972,18,3
CZ,2020-06-09,9728,328,6
DK,2020-06-09,12188,593,15
GL,2020-06-09,13,0,0
DJ,2020-06-09,4331,34,0
DM,2020-06-09,18,0,0
DO,2020-06-09,20415,544,0
CI,2020-06-09,3995,38,2
BG,2020-06-09,2810,164,3
BN,2020-06-09,141,2,2
BA,2020-06-09,2728,160,2
MU,2020-06-09,337,10,0
AF,2020-06-09,21459,384,0
AL,2020-06-09,1299,34,2
DZ,2020-06-09,10382,724,65
AD,2020-06-09,852,51,1
AO,2020-06-09,96,4,0
AG,2020-06-09,26,3,0
AR,2020-06-09,23620,698,27
AM,2020-06-09,13675,217,2
AU,2020-06-09,7267,102,119
AT,2020-06-09,16979,672,9
AZ,2020-06-09,8191,98,11
BS,2020-06-09,103,11,0
BH,2020-06-09,15731,29,160
BD,2020-06-09,71675,975,3
BB,2020-06-09,92,7,0
BY,2020-06-09,50265,282,15
BE,2020-06-09,59437,9619,340
BJ,2020-06-09,305,4,0
BT,2020-06-09,59,0,0
BO,2020-06-09,13949,475,0
EC,2020-06-09,43917,3690,3
EG,2020-06-09,36829,1306,56
MN,2020-06-09,194,0,0
GQ,2020-06-09,1306,12,0
IQ,2020-06-09,14268,392,57
IE,2020-06-09,25215,1691,5
IL,2020-06-09,18180,299,37
JO,2020-06-09,845,9,1
KZ,2020-06-09,13074,61,0
KE,2020-06-09,2989,88,0
KR,2020-06-09,11852,274,3166
KW,2020-06-09,33140,273,30
KG,2020-06-09,2055,24,0
IR,2020-06-09,175927,8425,7913
LV,2020-06-09,1089,26,1
LR,2020-06-09,383,31,0
LI,2020-06-09,82,1,0
LT,2020-06-09,1727,72,1
LU,2020-06-09,4046,110,6
MG,2020-06-09,1138,9,0
MY,2020-06-09,8336,117,139
MV,2020-06-09,1942,8,3
MT,2020-06-09,632,9,2
SV,2020-06-09,3191,58,0
LB,2020-06-09,1368,30,8
ID,2020-06-09,33076,1923,30
MR,2020-06-09,1162,61,0
FR,2020-06-09,191522,29299,2201
ER,2020-06-09,39,0,0
EE,2020-06-09,1947,69,4
SZ,2020-06-09,371,3,0
ET,2020-06-09,2336,32,0
FJ,2020-06-09,18,0,0
FI,2020-06-09,7025,324,10
IN,2020-06-09,276146,7750,24
GA,2020-06-09,3247,21,0
GM,2020-06-09,28,1,0
GH,2020-06-09,9910,48,0
GE,2020-06-09,818,13,3
GD,2020-06-09,23,0,0
GT,2020-06-09,7502,267,0
GN,2020-06-09,4258,23,0
GY,2020-06-09,154,23,0
HT,2020-06-09,3538,54,0
VA,2020-06-09,12,0,0
HN,2020-06-09,6450,262,0
HU,2020-06-09,4017,550,16
IS,2020-06-09,1807,10,5
GR,2020-06-09,3058,183,19
ZA,2020-06-10,55421,1210,2
SD,2020-06-10,6582,401,0
LK,2020-06-10,1869,11,3
SO,2020-06-10,2452,85,0
MZ,2020-06-10,472,2,0
SK,2020-06-10,1533,28,7
SG,2020-06-10,38965,25,144
SC,2020-06-10,11,0,0
SI,2020-06-10,1488,109,0
SR,2020-06-10,144,2,0
UY,2020-06-10,847,23,0
SY,2020-06-10,152,6,0
TZ,2020-06-10,509,21,0
TH,2020-06-10,3125,58,52
TL,2020-06-10,24,0,0
TG,2020-06-10,522,13,0
TT,2020-06-10,117,8,0
TN,2020-06-10,1087,49,1
TR,2020-06-10,173036,4746,0
UG,2020-06-10,665,0,0
CH,2020-06-10,31011,1936,131
RS,2020-06-10,12031,251,2
PG,2020-06-10,8,0,0
SA,2020-06-10,112288,819,17
US,2020-06-10,1999313,112833,0
NA,2020-06-10,31,0,0
NP,2020-06-10,4364,15,1
NL,2020-06-10,48293,6061,3
NZ,2020-06-10,1504,22,0
NI,2020-06-10,1464,55,0
NE,2020-06-10,974,65,0
NG,2020-06-10,13873,382,2
MK,2020-06-10,3364,164,1
SN,2020-06-10,4640,52,5
NO,2020-06-10,8594,239,6
PA,2020-06-10,17233,403,1
PY,2020-06-10,1202,11,0
PT,2020-06-10,35600,1497,5
QA,2020-06-10,73595,66,33
RO,2020-06-10,20945,1360,64
RW,2020-06-10,476,2,0
LC,2020-06-10,19,0,0
VC,2020-06-10,27,0,0
SM,2020-06-10,691,42,4
OM,2020-06-10,18887,84,17
UZ,2020-06-10,4623,19,0
YE,2020-06-10,560,129,0
VN,2020-06-10,332,0,17
IT,2020-06-10,235763,34114,91768
JM,2020-06-10,605,10,113
LS,2020-06-10,4,0,0
BR,2020-06-10,772416,39680,0
CL,2020-06-10,148456,2475,0
MX,2020-06-10,124301,14649,36913
MD,2020-06-10,10321,371,2953
MC,2020-06-10,99,4,87
DE,2020-06-10,186522,8752,158057
ES,2020-06-10,242280,27136,75816
PE,2020-06-10,207794,5862,0
JP,2020-06-10,17146,922,14096
PL,2020-06-10,27842,1206,10560
PH,2020-06-10,23732,1027,3598
RU,2020-06-10,493023,6350,175514
UA,2020-06-10,29015,841,10053
AE,2020-06-10,40507,284,18338
SE,2020-06-10,46814,4795,0
IN,2020-06-10,276583,7745,135206
PK,2020-06-10,113702,2255,36308
CO,2020-06-10,42206,1439,6132
VE,2020-06-10,2632,23,15
KM,2020-06-10,162,2,0
TW,2020-06-10,443,7,307
ZM,2020-06-10,1200,10,0
ZW,2020-06-10,320,4,0
BZ,2020-06-10,20,2,0
LA,2020-06-10,19,0,0
LY,2020-06-10,378,5,0
DP,2020-06-10,712,13,587
ML,2020-06-10,1667,96,0
GW,2020-06-10,1389,12,0
KN,2020-06-10,15,0,0
TJ,2020-06-10,4763,48,0
PS,2020-06-10,485,3,16
MSZ,2020-06-10,9,2,0
BW,2020-06-10,42,1,0
SL,2020-06-10,1062,50,0
MM,2020-06-10,248,6,0
BI,2020-06-10,83,1,0
MW,2020-06-10,455,4,0
SS,2020-06-10,1604,19,0
EH,2020-06-10,9,1,0
ST,2020-06-10,611,12,0
XK,2020-06-10,1298,31,0
MA,2020-06-10,8508,211,3
ME,2020-06-10,324,9,0
MU,2020-06-10,337,10,0
BF,2020-06-10,891,53,5
CV,2020-06-10,615,5,0
KH,2020-06-10,126,0,2
CM,2020-06-10,8681,212,2
CA,2020-06-10,98709,8037,0
CF,2020-06-10,1888,5,0
TD,2020-06-10,846,72,0
CN,2020-06-10,84199,4638,72819
CG,2020-06-10,728,24,0
BG,2020-06-10,2993,167,3
CD,2020-06-10,4390,96,0
CI,2020-06-10,4181,41,2
HR,2020-06-10,2249,106,5
CU,2020-06-10,2211,83,0
CY,2020-06-10,974,18,3
CZ,2020-06-10,9824,330,6
DK,2020-06-10,12203,593,15
GL,2020-06-10,13,0,0
DJ,2020-06-10,4373,34,0
DM,2020-06-10,18,0,0
CR,2020-06-10,1461,12,2
DO,2020-06-10,20808,550,0
BN,2020-06-10,141,2,2
BO,2020-06-10,14644,487,0
GB,2020-06-10,290143,41128,135
AF,2020-06-10,22142,405,0
AL,2020-06-10,1341,34,2
DZ,2020-06-10,10484,732,65
AD,2020-06-10,852,51,1
AO,2020-06-10,113,4,0
AG,2020-06-10,26,3,0
AR,2020-06-10,25987,735,27
AM,2020-06-10,14103,227,2
BA,2020-06-10,2775,161,2
AU,2020-06-10,7276,102,119
AZ,2020-06-10,8530,102,11
BS,2020-06-10,103,11,0
BH,2020-06-10,16200,31,160
BD,2020-06-10,74865,1012,3
BB,2020-06-10,96,7,0
BY,2020-06-10,51066,288,15
BE,2020-06-10,59569,9629,340
BJ,2020-06-10,305,4,0
BT,2020-06-10,59,0,0
AT,2020-06-10,17005,673,9
EC,2020-06-10,44440,3720,3
MN,2020-06-10,194,0,0
SV,2020-06-10,3274,64,0
IQ,2020-06-10,15414,426,57
IE,2020-06-10,25231,1695,5
IL,2020-06-10,18355,299,37
JO,2020-06-10,863,9,1
KZ,2020-06-10,13319,67,0
KE,2020-06-10,3094,89,0
KR,2020-06-10,11902,276,3166
KW,2020-06-10,33823,275,30
EG,2020-06-10,38284,1342,56
IR,2020-06-10,177938,8506,7913
LV,2020-06-10,1092,26,1
LR,2020-06-10,397,31,0
LI,2020-06-10,82,1,0
LT,2020-06-10,1733,74,1
LU,2020-06-10,4049,110,6
MG,2020-06-10,1162,10,0
MY,2020-06-10,8338,118,139
MV,2020-06-10,1962,8,3
MT,2020-06-10,635,9,2
MR,2020-06-10,1283,71,0
LB,2020-06-10,1388,30,8
ID,2020-06-10,34316,1959,30
KG,2020-06-10,2093,26,0
HU,2020-06-10,4027,551,16
IS,2020-06-10,1807,10,5
GQ,2020-06-10,1306,12,0
ER,2020-06-10,39,0,0
EE,2020-06-10,1958,69,4
SZ,2020-06-10,398,3,0
ET,2020-06-10,2506,35,0
FI,2020-06-10,7040,324,10
FR,2020-06-10,192068,29322,2201
GA,2020-06-10,3294,21,0
GM,2020-06-10,28,1,0
FJ,2020-06-10,18,0,0
GH,2020-06-10,10201,48,0
GE,2020-06-10,827,13,3
VA,2020-06-10,12,0,0
HT,2020-06-10,3662,56,0
GY,2020-06-10,156,12,0
HN,2020-06-10,6935,271,0
GT,2020-06-10,7866,289,0
GD,2020-06-10,23,0,0
GR,2020-06-10,3068,183,19
GN,2020-06-10,4258,23,0
SR,2020-06-11,144,2,0
SG,2020-06-11,39387,25,144
SK,2020-06-11,1541,28,7
SI,2020-06-11,1488,109,0
SO,2020-06-11,2513,85,0
ZA,2020-06-11,58568,1284,2
LK,2020-06-11,1877,11,3
SD,2020-06-11,6582,401,0
CH,2020-06-11,31044,1937,131
US,2020-06-11,2018875,113700,0
TZ,2020-06-11,509,21,0
TH,2020-06-11,3125,58,52
TL,2020-06-11,24,0,0
TG,2020-06-11,524,13,0
TT,2020-06-11,117,8,0
TN,2020-06-11,1087,49,1
TR,2020-06-11,174023,4763,0
UG,2020-06-11,679,0,0
UY,2020-06-11,847,23,0
SY,2020-06-11,164,6,0
SC,2020-06-11,11,0,0
NA,2020-06-11,31,0,0
SN,2020-06-11,4759,55,5
UZ,2020-06-11,4741,19,0
NP,2020-06-11,4614,15,1
NL,2020-06-11,48458,6063,3
NZ,2020-06-11,1504,22,0
NI,2020-06-11,1464,55,0
NE,2020-06-11,974,65,0
NG,2020-06-11,13873,382,2
MK,2020-06-11,3538,169,1
NO,2020-06-11,8608,242,6
OM,2020-06-11,19954,89,17
PA,2020-06-11,17889,413,1
PG,2020-06-11,8,0,0
PY,2020-06-11,1230,11,0
PT,2020-06-11,35910,1504,5
QA,2020-06-11,75071,69,33
RO,2020-06-11,21182,1369,64
RW,2020-06-11,494,2,0
LC,2020-06-11,19,0,0
VC,2020-06-11,27,0,0
SM,2020-06-11,691,42,4
SA,2020-06-11,116021,857,17
RS,2020-06-11,12102,252,2
VE,2020-06-11,2738,23,15
TW,2020-06-11,443,7,307
ZM,2020-06-11,1200,10,0
JM,2020-06-11,605,10,113
LS,2020-06-11,4,0,0
BR,2020-06-11,802828,40919,0
CL,2020-06-11,154092,2648,0
MX,2020-06-11,129184,15357,36913
MD,2020-06-11,10727,375,2953
MC,2020-06-11,99,4,87
DE,2020-06-11,186691,8772,158057
PE,2020-06-11,214788,6088,0
IT,2020-06-11,236142,34167,91768
CO,2020-06-11,43810,1505,6132
PL,2020-06-11,28201,1215,10560
PH,2020-06-11,24175,1036,3598
RU,2020-06-11,501800,6522,175514
UA,2020-06-11,29706,864,10053
AE,2020-06-11,40986,286,18338
SE,2020-06-11,48288,4814,0
IN,2020-06-11,286605,8102,135208
PK,2020-06-11,119536,2356,36308
MZ,2020-06-11,489,2,0
JP,2020-06-11,17187,922,14096
VN,2020-06-11,332,0,17
ES,2020-06-11,242707,27136,75816
TJ,2020-06-11,4834,49,0
ZW,2020-06-11,332,4,0
BZ,2020-06-11,20,2,0
LA,2020-06-11,19,0,0
LY,2020-06-11,378,5,0
DP,2020-06-11,712,13,587
ML,2020-06-11,1722,97,0
GW,2020-06-11,1389,12,0
KN,2020-06-11,15,0,0
PS,2020-06-11,487,3,16
KM,2020-06-11,162,2,0
XK,2020-06-11,1298,31,0
BW,2020-06-11,48,1,0
SL,2020-06-11,1085,50,0
MM,2020-06-11,260,6,0
BI,2020-06-11,85,1,0
MW,2020-06-11,481,4,0
SS,2020-06-11,1604,19,0
EH,2020-06-11,9,1,0
ST,2020-06-11,632,12,0
YE,2020-06-11,591,136,0
MSZ,2020-06-11,9,2,0
GL,2020-06-11,13,0,13
MA,2020-06-11,8537,211,3
MN,2020-06-11,194,0,0
BF,2020-06-11,892,53,5
CV,2020-06-11,657,5,0
KH,2020-06-11,126,0,2
CM,2020-06-11,8681,212,2
CA,2020-06-11,99011,8061,0
CF,2020-06-11,1952,5,0
TD,2020-06-11,848,72,0
CN,2020-06-11,84210,4638,72819
CG,2020-06-11,728,24,0
BN,2020-06-11,141,2,2
CD,2020-06-11,4515,98,0
CI,2020-06-11,4404,41,2
HR,2020-06-11,2249,106,5
CU,2020-06-11,2219,84,0
CY,2020-06-11,975,18,3
CZ,2020-06-11,9855,328,6
DK,2020-06-11,12222,593,15
DJ,2020-06-11,4398,37,0
DM,2020-06-11,18,0,0
DO,2020-06-11,21437,561,0
CR,2020-06-11,1538,12,2
EC,2020-06-11,44440,3720,3
BA,2020-06-11,2832,161,2
BT,2020-06-11,62,0,0
ME,2020-06-11,324,9,0
GB,2020-06-11,291409,41279,2
AF,2020-06-11,22890,426,1
AL,2020-06-11,1385,35,2
DZ,2020-06-11,10589,741,65
AD,2020-06-11,852,51,1
AO,2020-06-11,118,5,0
AG,2020-06-11,26,3,0
AR,2020-06-11,25987,741,27
BO,2020-06-11,15281,512,0
AM,2020-06-11,14669,245,2
AT,2020-06-11,17034,674,9
AZ,2020-06-11,8882,108,11
BS,2020-06-11,103,11,0
BH,2020-06-11,16667,34,160
BD,2020-06-11,78052,1049,3
BB,2020-06-11,96,7,0
BY,2020-06-11,51816,293,15
BE,2020-06-11,59711,9636,340
BJ,2020-06-11,305,4,0
AU,2020-06-11,7285,102,119
EG,2020-06-11,39726,1377,56
BG,2020-06-11,3086,168,3
GQ,2020-06-11,1306,12,0
IE,2020-06-11,25238,1703,5
IL,2020-06-11,18569,300,37
JO,2020-06-11,890,9,1
KZ,2020-06-11,13558,67,0
KE,2020-06-11,3215,92,0
KR,2020-06-11,11947,276,3166
KW,2020-06-11,34432,279,30
KG,2020-06-11,2129,26,0
LV,2020-06-11,1094,26,1
IQ,2020-06-11,16675,457,57
LB,2020-06-11,1402,31,8
LI,2020-06-11,82,1,0
LT,2020-06-11,1752,74,1
LU,2020-06-11,4052,110,6
MG,2020-06-11,1203,10,0
MY,2020-06-11,8369,118,139
MV,2020-06-11,1976,8,3
MT,2020-06-11,640,9,2
MR,2020-06-11,1439,74,0
SV,2020-06-11,3373,64,0
LR,2020-06-11,410,31,0
IR,2020-06-11,180156,8584,7913
MU,2020-06-11,337,10,0
IS,2020-06-11,1807,10,5
ID,2020-06-11,35295,2000,30
EE,2020-06-11,1965,69,4
SZ,2020-06-11,449,3,0
ET,2020-06-11,2670,40,0
FJ,2020-06-11,18,0,0
FI,2020-06-11,7064,325,10
FR,2020-06-11,192493,29349,2201
GA,2020-06-11,3375,22,0
GM,2020-06-11,28,1,0
GE,2020-06-11,831,13,3
ER,2020-06-11,41,0,0
GR,2020-06-11,3088,183,19
GD,2020-06-11,23,0,0
GT,2020-06-11,8221,316,0
GN,2020-06-11,4258,23,0
GY,2020-06-11,158,12,0
HT,2020-06-11,3796,58,0
VA,2020-06-11,12,0,0
HN,2020-06-11,7360,290,0
HU,2020-06-11,4039,553,16
GH,2020-06-11,10358,48,0
CH,2020-06-12,31063,1938,131
SR,2020-06-12,187,3,0
SD,2020-06-12,6879,433,0
SK,2020-06-12,1542,28,7
ZA,2020-06-12,61927,1354,2
SO,2020-06-12,2513,85,0
SI,2020-06-12,1490,109,0
UZ,2020-06-12,4869,19,0
LK,2020-06-12,1880,11,3
SY,2020-06-12,164,6,0
TT,2020-06-12,117,8,0
TH,2020-06-12,3129,58,52
TL,2020-06-12,24,0,0
TG,2020-06-12,525,13,0
TN,2020-06-12,1093,49,1
TR,2020-06-12,175218,4778,0
UG,2020-06-12,686,0,0
UY,2020-06-12,847,23,0
US,2020-06-12,2044572,114613,0
SG,2020-06-12,39850,25,144
TZ,2020-06-12,509,21,0
SC,2020-06-12,11,0,0
PY,2020-06-12,1254,11,0
SN,2020-06-12,4851,56,5
VE,2020-06-12,2814,23,15
NP,2020-06-12,5062,16,1
NL,2020-06-12,48668,6072,3
NZ,2020-06-12,1504,22,0
NI,2020-06-12,1464,55,0
NE,2020-06-12,978,65,0
NG,2020-06-12,15181,399,2
MK,2020-06-12,3701,171,1
NO,2020-06-12,8620,242,6
RS,2020-06-12,12175,252,2
OM,2020-06-12,21071,96,17
PG,2020-06-12,8,0,0
PT,2020-06-12,36180,1505,5
QA,2020-06-12,76588,70,33
RO,2020-06-12,21404,1380,64
RW,2020-06-12,510,2,0
LC,2020-06-12,19,0,0
VC,2020-06-12,27,0,0
SM,2020-06-12,694,42,4
SA,2020-06-12,119942,893,17
PA,2020-06-12,18586,418,1
VN,2020-06-12,333,0,17
NA,2020-06-12,31,0,0
ZW,2020-06-12,343,4,0
JM,2020-06-12,611,10,113
LS,2020-06-12,4,0,0
BR,2020-06-12,828810,41828,0
CL,2020-06-12,160846,2870,0
MX,2020-06-12,133974,15944,36913
MD,2020-06-12,11093,385,2953
MC,2020-06-12,99,4,87
DE,2020-06-12,187226,8783,158057
PE,2020-06-12,214788,6088,0
IT,2020-06-12,236305,34223,91768
CO,2020-06-12,45344,1562,6132
PL,2020-06-12,28577,1222,10560
PH,2020-06-12,24787,1052,3598
RU,2020-06-12,510761,6705,175514
UA,2020-06-12,30415,880,10053
AE,2020-06-12,41499,287,18338
SE,2020-06-12,49684,4854,0
IN,2020-06-12,297535,8498,135206
PK,2020-06-12,125933,2463,36308
GL,2020-06-12,13,0,13
JP,2020-06-12,17250,924,14096
ZM,2020-06-12,1321,10,0
ES,2020-06-12,243209,27136,75816
TJ,2020-06-12,4902,49,0
BZ,2020-06-12,20,2,0
LA,2020-06-12,19,0,0
LY,2020-06-12,409,6,0
DP,2020-06-12,712,13,587
ML,2020-06-12,1752,101,0
GW,2020-06-12,1460,15,0
KN,2020-06-12,15,0,0
PS,2020-06-12,489,3,16
XK,2020-06-12,1326,31,0
KM,2020-06-12,162,2,0
MSZ,2020-06-12,9,2,0
SL,2020-06-12,1103,51,0
MM,2020-06-12,261,6,0
BI,2020-06-12,85,1,0
MW,2020-06-12,481,4,0
SS,2020-06-12,1670,24,0
EH,2020-06-12,9,1,0
ST,2020-06-12,639,12,0
YE,2020-06-12,632,139,0
TW,2020-06-12,443,7,307
BW,2020-06-12,48,1,0
MA,2020-06-12,8610,212,3
MZ,2020-06-12,509,2,0
ME,2020-06-12,324,9,0
CV,2020-06-12,697,6,0
KH,2020-06-12,126,0,2
CM,2020-06-12,8681,212,2
CA,2020-06-12,99580,8123,0
CF,2020-06-12,2044,7,0
TD,2020-06-12,848,72,0
CN,2020-06-12,84220,4638,72819
CG,2020-06-12,728,24,0
CD,2020-06-12,4637,101,0
BF,2020-06-12,892,53,5
CR,2020-06-12,1612,12,2
HR,2020-06-12,2249,107,5
CU,2020-06-12,2233,84,0
CY,2020-06-12,980,18,3
CZ,2020-06-12,9938,329,6
DK,2020-06-12,12286,594,15
DJ,2020-06-12,4441,38,0
DM,2020-06-12,18,0,0
DO,2020-06-12,22008,568,0
EC,2020-06-12,45778,3828,3
CI,2020-06-12,4684,45,2
EG,2020-06-12,41303,1422,56
BG,2020-06-12,3191,172,3
BA,2020-06-12,2893,163,2
AF,2020-06-12,23546,446,1
AL,2020-06-12,1416,36,2
DZ,2020-06-12,10698,751,65
AD,2020-06-12,853,51,1
AO,2020-06-12,130,5,0
AG,2020-06-12,26,3,0
AR,2020-06-12,28764,785,27
AM,2020-06-12,15281,258,2
AU,2020-06-12,7291,102,119
BN,2020-06-12,141,2,2
AT,2020-06-12,17064,675,9
BS,2020-06-12,103,11,0
BH,2020-06-12,17269,36,160
BD,2020-06-12,81523,1095,3
BB,2020-06-12,96,7,0
BY,2020-06-12,52520,298,15
BE,2020-06-12,59819,9646,340
BJ,2020-06-12,388,5,0
BT,2020-06-12,62,0,0
BO,2020-06-12,16165,533,0
AZ,2020-06-12,9218,113,11
SV,2020-06-12,3481,68,0
GB,2020-06-12,292950,41481,0
ER,2020-06-12,41,0,0
IL,2020-06-12,18795,300,37
JO,2020-06-12,915,9,1
KZ,2020-06-12,13872,70,0
KE,2020-06-12,3305,96,0
KR,2020-06-12,12003,277,3166
KW,2020-06-12,34952,285,30
KG,2020-06-12,2166,26,0
LV,2020-06-12,1096,27,1
LR,2020-06-12,421,32,0
IE,2020-06-12,25250,1705,5
LI,2020-06-12,82,1,0
LU,2020-06-12,4055,110,6
MG,2020-06-12,1240,10,0
MY,2020-06-12,8402,119,139
MV,2020-06-12,2003,8,3
MT,2020-06-12,645,9,2
MR,2020-06-12,1572,81,0
MU,2020-06-12,337,10,0
MN,2020-06-12,197,0,0
GQ,2020-06-12,1306,12,0
LT,2020-06-12,1756,74,1
IQ,2020-06-12,17770,496,57
LB,2020-06-12,1422,31,8
ID,2020-06-12,36406,2048,30
IR,2020-06-12,182525,8659,7913
SZ,2020-06-12,472,3,0
ET,2020-06-12,2915,47,0
FJ,2020-06-12,18,0,0
FI,2020-06-12,7073,325,10
FR,2020-06-12,193220,29377,2201
GM,2020-06-12,28,1,0
GE,2020-06-12,843,13,3
GH,2020-06-12,10856,48,0
GR,2020-06-12,3108,183,19
GA,2020-06-12,3463,23,0
EE,2020-06-12,1970,69,4
GD,2020-06-12,23,0,0
HU,2020-06-12,4053,555,16
HN,2020-06-12,7669,294,0
VA,2020-06-12,12,0,0
IS,2020-06-12,1807,10,5
GY,2020-06-12,159,12,0
GN,2020-06-12,4426,24,0
GT,2020-06-12,8561,334,0
HT,2020-06-12,3941,64,0
CH,2020-06-13,31094,1938,131
SK,2020-06-13,1545,28,7
SI,2020-06-13,1492,109,0
SO,2020-06-13,2579,87,0
ZA,2020-06-13,65736,1423,2
LK,2020-06-13,1884,11,3
SD,2020-06-13,7007,447,0
SR,2020-06-13,196,3,0
SY,2020-06-13,170,6,0
US,2020-06-13,2071782,115347,0
TH,2020-06-13,3134,58,52
TL,2020-06-13,24,0,0
TG,2020-06-13,530,13,0
TT,2020-06-13,117,8,0
TN,2020-06-13,1094,49,1
TR,2020-06-13,176677,4792,0
UG,2020-06-13,694,0,0
UY,2020-06-13,847,23,0
SG,2020-06-13,40197,25,144
TZ,2020-06-13,509,21,0
SC,2020-06-13,11,0,0
NP,2020-06-13,5335,18,1
SN,2020-06-13,4996,60,5
UZ,2020-06-13,4966,19,0
NL,2020-06-13,48847,6076,3
NZ,2020-06-13,1504,22,0
NI,2020-06-13,1464,55,0
NE,2020-06-13,980,66,0
NG,2020-06-13,15682,407,2
MK,2020-06-13,3895,179,1
NO,2020-06-13,8628,242,6
OM,2020-06-13,22077,99,17
RS,2020-06-13,12251,253,2
PA,2020-06-13,19211,421,1
PY,2020-06-13,1261,11,0
PT,2020-06-13,36463,1512,5
QA,2020-06-13,78416,70,33
RO,2020-06-13,21679,1394,64
RW,2020-06-13,541,2,0
LC,2020-06-13,19,0,0
VC,2020-06-13,27,0,0
SM,2020-06-13,694,42,4
SA,2020-06-13,123308,932,17
PG,2020-06-13,8,0,0
VE,2020-06-13,2904,24,15
TW,2020-06-13,443,7,307
ZM,2020-06-13,1357,10,0
JM,2020-06-13,614,10,113
LS,2020-06-13,4,0,0
BR,2020-06-13,850514,42720,0
CL,2020-06-13,167355,3101,0
